scan	spectrum_id	collision_energy	Adduct	Compound_Source	Compound_Name	Precursor_MZ	ExactMass	Charge	Ion_Mode	Smiles	INCHI	InChIKey_smiles	GNPS_library_membership	InChIKey_smiles_firstBlock	matched_pesticide_names	match_method
28439	CCMSLIB00001058790	35.0	[M+CH3CN+H]1+		Pesticide4_Picoxystrobin_C18H16F3NO4_Acanto	409.137	367.103142652	1	positive	COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1	InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3	IBSNKSODLGJUMQ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	IBSNKSODLGJUMQ	Picoxystrobin	inchikey_firstblock
28440	CCMSLIB00001058791		[M+H]1+		Pesticide5_Ethiprole_C13H9Cl2F3N4OS_1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-	396.99	395.98262192800007	1	positive	CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N	InChI=1S/C13H9Cl2F3N4OS/c1-2-24(23)11-9(5-19)21-22(12(11)20)10-7(14)3-6(4-8(10)15)13(16,17)18/h3-4H,2,20H2,1H3	FNELVJVBIYMIMC-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	FNELVJVBIYMIMC	Ethiprole	inchikey_firstblock
28441	CCMSLIB00001058792	35.0	[M+Na]1+		Pesticide5_Mefenacet_C16H14N2O2S_Acetamide, 2-(2-benzothiazolyloxy)-N-methyl-N-phenyl-	321.067	298.077598688	1	positive	CN(C(=O)COc1nc2ccccc2s1)c1ccccc1	InChI=1S/C16H14N2O2S/c1-18(12-7-3-2-4-8-12)15(19)11-20-16-17-13-9-5-6-10-14(13)21-16/h2-10H,11H2,1H3	XIGAUIHYSDTJHW-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	XIGAUIHYSDTJHW	Mefenacet	inchikey_firstblock
28442	CCMSLIB00001058793	35.0	[M+H]1+		Pesticide4_Kresoxim-methyl_C18H19NO4_Methyl (2E)-(methoxyimino){2-[(2-methylphenoxy)methyl]phenyl}ethanoate	314.138	313.131408088	1	positive	CON=C(C(=O)OC)c1ccccc1COc1ccccc1C	InChI=1S/C18H19NO4/c1-13-8-4-7-11-16(13)23-12-14-9-5-6-10-15(14)17(19-22-3)18(20)21-2/h4-11H,12H2,1-3H3	ZOTBXTZVPHCKPN-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	ZOTBXTZVPHCKPN	Kresoxim-methyl	inchikey_firstblock
28443	CCMSLIB00001058794	35.0	[M+H]1+		Pesticide5_Bupirimate_C13H24N4O3S_Sulfamic acid, N,N-dimethyl-, 5-butyl-2-(ethylamino)-6-methyl-4-pyrimidinyl ester	317.164	316.156911628	1	positive	CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C	InChI=1S/C13H24N4O3S/c1-6-8-9-11-10(3)15-13(14-7-2)16-12(11)20-21(18,19)17(4)5/h6-9H2,1-5H3,(H,14,15,16)	DSKJPMWIHSOYEA-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	DSKJPMWIHSOYEA	Bupirimate	inchikey_firstblock
28444	CCMSLIB00001058795		[M+H]1+		Pesticide5_Methoprotryne_C11H21N5OS_	272.154	271.146681292	1	positive	COCCCNc1nc(NC(C)C)nc(SC)n1	InChI=1S/C11H21N5OS/c1-8(2)13-10-14-9(12-6-5-7-17-3)15-11(16-10)18-4/h8H,5-7H2,1-4H3,(H2,12,13,14,15,16)	DDUIUBPJPOKOMV-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	DDUIUBPJPOKOMV	Methoprotryne	inchikey_firstblock
28445	CCMSLIB00001058796	35.0	[M+Na]1+		Pesticide5_Cyazofamid_C13H13ClN4O2S_4-Chloro-1-(dimethylaminosulfonyl)-5-(p-tolyl)imidazole-2-carbonitrile	705.012	324.04477433600005	1	positive	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	InChI=1S/C13H13ClN4O2S/c1-9-4-6-10(7-5-9)12-13(14)16-11(8-15)18(12)21(19,20)17(2)3/h4-7H,1-3H3	YXKMMRDKEKCERS-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YXKMMRDKEKCERS	Cyazofamid	inchikey_firstblock
28446	CCMSLIB00001058797		[M+H]1+		Pesticide5_Fenamidone_C17H17N3OS_(S)-1-Anilino-4-methyl-2-methylthio-4-phenylimidazolin-5-one	312.116	311.109233164	1	positive	CSC1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1	InChI=1S/C17H17N3OS/c1-17(13-9-5-3-6-10-13)15(21)20(16(18-17)22-2)19-14-11-7-4-8-12-14/h3-12,19H,1-2H3	LMVPQMGRYSRMIW-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	LMVPQMGRYSRMIW	Fenamidone	inchikey_firstblock
28447	CCMSLIB00001058798	35.0	[M+H]1+		Pesticide4_Carfentrazone-ethyl_C15H14Cl2F3N3O3_alpha,2-Dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]-4-fluorobenzenepropanoic acid ethyl ester	412.043	411.036431328	1	positive	CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl	InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3	MLKCGVHIFJBRCD-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	MLKCGVHIFJBRCD	Carfentrazone-ethyl	inchikey_firstblock
28448	CCMSLIB00001058799	35.0	[M+NH3+H]1+		Pesticide4_Carfentrazone-ethyl_C15H14Cl2F3N3O3_alpha,2-Dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]-4-fluorobenzenepropanoic acid ethyl ester	429.07	411.036431328	1	positive	CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl	InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3	MLKCGVHIFJBRCD-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	MLKCGVHIFJBRCD	Carfentrazone-ethyl	inchikey_firstblock
28449	CCMSLIB00001058802		[M+H]1+		Pesticide5_Acibenzolar-S-methyl_C8H6N2OS2_Actigard	210.999	209.992154812	1	positive	CSC(=O)c1cccc2nnsc12	InChI=1S/C8H6N2OS2/c1-12-8(11)5-3-2-4-6-7(5)13-10-9-6/h2-4H,1H3	UELITFHSCLAHKR-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	UELITFHSCLAHKR	Acibenzolar-S-methyl	inchikey_firstblock
28451	CCMSLIB00001058804	35.0	[M+H]1+		Pesticide4_Dimoxystrobin_C19H22N2O3_(2E)-2-{2-[(2,5-Dimethylphenoxy)methyl]phenyl}-2-(methoxyimino)-N-methylacetamide	327.17	326.163042564	1	positive	CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C	InChI=1S/C19H22N2O3/c1-13-9-10-14(2)17(11-13)24-12-15-7-5-6-8-16(15)18(21-23-4)19(22)20-3/h5-11H,12H2,1-4H3,(H,20,22)	WXUZAHCNPWONDH-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	WXUZAHCNPWONDH	Dimoxystrobin	inchikey_firstblock
28452	CCMSLIB00001058805	35.0	[M+H]1+		Pesticide4_Rotenone_C23H22O6_Furo[2',3':7,8][1]benzopyrano[2,3-c][1]benzopyran-6(6aH)-one, 1,2,12,12a-tetrahydro-8,9-dimethoxy-2-(1-methylethenyl)-, (2R,6aS,12aS)-	395.149	394.1416384239999	1	positive	C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1	InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3	JUVIOZPCNVVQFO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	JUVIOZPCNVVQFO	Rotenone	inchikey_firstblock
28454	CCMSLIB00001058807		[M+H]1+		Pesticide5_Prometryne_C10H19N5S_1,3,5-Triazine-2,4-diamine, N,N'-bis(1-methylethyl)-6-(methylthio)-	242.143	241.136116608	1	positive	CSc1nc(NC(C)C)nc(NC(C)C)n1	InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)	AAEVYOVXGOFMJO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	AAEVYOVXGOFMJO	Prometryne	inchikey_firstblock
28455	CCMSLIB00001058808	35.0	[M+H]1+		Pesticide4_Cyprodinil_C14H15N3_2-Pyrimidinamine, 4-cyclopropyl-6-methyl-N-phenyl-	226.134	225.12659748	1	positive	Cc1cc(C2CC2)nc(Nc2ccccc2)n1	InChI=1S/C14H15N3/c1-10-9-13(11-7-8-11)17-14(15-10)16-12-5-3-2-4-6-12/h2-6,9,11H,7-8H2,1H3,(H,15,16,17)	HAORKNGNJCEJBX-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HAORKNGNJCEJBX	Cyprodinil	inchikey_firstblock
28456	CCMSLIB00001058810	35.0	[M+H]1+		Pesticide5_Buprofezin_C16H23N3OS_(2Z)-2-(tert-Butylimino)-3-(1-methylethyl)-5-phenyl-1,3,5-thiadiazinan-4-one	306.163	305.156183356	1	positive	CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C	InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3	PRLVTUNWOQKEAI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	PRLVTUNWOQKEAI	Buprofezin	inchikey_firstblock
28457	CCMSLIB00001058811		[M+H]1+		Pesticide5_Flufenacet_C14H13F4N3O2S_4'-Fluoro-N-isopropyl-2-(5-trifluoromethyl-1,3,4-thiadiazol-2-yloxy)acetanilide	364.073	363.066460536	1	positive	CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1	InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3	IANUJLZYFUDJIH-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	IANUJLZYFUDJIH	Flufenacet	inchikey_firstblock
28458	CCMSLIB00001058812	35.0	[M+H]1+		Pesticide5_Hexythiazox_C17H21ClN2O2S_(4S,5S)-5-(4-Chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide	353.108	352.10122659200005	1	positive	CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1	InChI=1S/C17H21ClN2O2S/c1-11-15(12-7-9-13(18)10-8-12)23-17(22)20(11)16(21)19-14-5-3-2-4-6-14/h7-11,14-15H,2-6H2,1H3,(H,19,21)	XGWIJUOSCAQSSV-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	XGWIJUOSCAQSSV	Hexythiazox	inchikey_firstblock
28459	CCMSLIB00001058813	35.0	[M+H]1+		Pesticide4_Zoxamide_C14H16Cl3NO2_3,5-Dichloro-N-(1-chloro-3-methyl-2-oxopentan-3-yl)-4-methylbenzamide	336.032	335.024661792	1	positive	CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl	InChI=1S/C14H16Cl3NO2/c1-4-14(3,12(19)7-15)18-13(20)9-5-10(16)8(2)11(17)6-9/h5-6H,4,7H2,1-3H3,(H,18,20)	SOUGWDPPRBKJEX-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	SOUGWDPPRBKJEX	Zoxamide	inchikey_firstblock
28460	CCMSLIB00001058814		[M+Na]1+		Pesticide5_Flufenacet_C14H13F4N3O2S_4'-Fluoro-N-isopropyl-2-(5-trifluoromethyl-1,3,4-thiadiazol-2-yloxy)acetanilide	386.055	363.066460536	1	positive	CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1	InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3	IANUJLZYFUDJIH-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	IANUJLZYFUDJIH	Flufenacet	inchikey_firstblock
28461	CCMSLIB00001058815	35.0	[M-H2O+H]1+		Pesticide4_Zoxamide_C14H16Cl3NO2_3,5-Dichloro-N-(1-chloro-3-methyl-2-oxopentan-3-yl)-4-methylbenzamide	318.021	335.024661792	1	positive	CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl	InChI=1S/C14H16Cl3NO2/c1-4-14(3,12(19)7-15)18-13(20)9-5-10(16)8(2)11(17)6-9/h5-6H,4,7H2,1-3H3,(H,18,20)	SOUGWDPPRBKJEX-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	SOUGWDPPRBKJEX	Zoxamide	inchikey_firstblock
28464	CCMSLIB00001058818		[M+H]1+		Pesticide5_Mefenacet_C16H14N2O2S_Acetamide, 2-(2-benzothiazolyloxy)-N-methyl-N-phenyl-	299.085	298.077598688	1	positive	CN(C(=O)COc1nc2ccccc2s1)c1ccccc1	InChI=1S/C16H14N2O2S/c1-18(12-7-3-2-4-8-12)15(19)11-20-16-17-13-9-5-6-10-14(13)21-16/h2-10H,11H2,1H3	XIGAUIHYSDTJHW-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	XIGAUIHYSDTJHW	Mefenacet	inchikey_firstblock
28465	CCMSLIB00001058820		[M+Na]1+		Pesticide5_Mefenacet_C16H14N2O2S_Acetamide, 2-(2-benzothiazolyloxy)-N-methyl-N-phenyl-	321.067	298.077598688	1	positive	CN(C(=O)COc1nc2ccccc2s1)c1ccccc1	InChI=1S/C16H14N2O2S/c1-18(12-7-3-2-4-8-12)15(19)11-20-16-17-13-9-5-6-10-14(13)21-16/h2-10H,11H2,1H3	XIGAUIHYSDTJHW-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	XIGAUIHYSDTJHW	Mefenacet	inchikey_firstblock
28466	CCMSLIB00001058821	35.0	[M+H]1+		Pesticide6_Fuberidazole_C11H8N2O_2-(2-Furyl)-1H-benzimidazole	185.071	184.063662876	1	positive	c1coc(-c2nc3ccccc3[nH]2)c1	InChI=1S/C11H8N2O/c1-2-5-9-8(4-1)12-11(13-9)10-6-3-7-14-10/h1-7H,(H,12,13)	UYJUZNLFJAWNEZ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	UYJUZNLFJAWNEZ	Fuberidazole	inchikey_firstblock
28467	CCMSLIB00001058822	35.0	[M+H]1+		Pesticide4_Benalaxyl_C20H23NO3_Methyl N-(2,6-dimethylphenyl)-N-(phenylacetyl)alaninate	326.175	325.167793596	1	positive	COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C	InChI=1S/C20H23NO3/c1-14-9-8-10-15(2)19(14)21(16(3)20(23)24-4)18(22)13-17-11-6-5-7-12-17/h5-12,16H,13H2,1-4H3	CJPQIRJHIZUAQP-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	CJPQIRJHIZUAQP	Benalaxyl	inchikey_firstblock
28468	CCMSLIB00001058823		[M+H]1+		Pesticide5_Bupirimate_C13H24N4O3S_Sulfamic acid, N,N-dimethyl-, 5-butyl-2-(ethylamino)-6-methyl-4-pyrimidinyl ester	317.164	316.156911628	1	positive	CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C	InChI=1S/C13H24N4O3S/c1-6-8-9-11-10(3)15-13(14-7-2)16-12(11)20-21(18,19)17(4)5/h6-9H2,1-5H3,(H,14,15,16)	DSKJPMWIHSOYEA-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	DSKJPMWIHSOYEA	Bupirimate	inchikey_firstblock
28469	CCMSLIB00001058824	35.0	[M+Na]1+		Pesticide4_Benalaxyl_C20H23NO3_Methyl N-(2,6-dimethylphenyl)-N-(phenylacetyl)alaninate	348.157	325.167793596	1	positive	COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C	InChI=1S/C20H23NO3/c1-14-9-8-10-15(2)19(14)21(16(3)20(23)24-4)18(22)13-17-11-6-5-7-12-17/h5-12,16H,13H2,1-4H3	CJPQIRJHIZUAQP-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	CJPQIRJHIZUAQP	Benalaxyl	inchikey_firstblock
28470	CCMSLIB00001058825	35.0	[M+H]1+		Pesticide6_Ethirimol_C11H19N3O_882476	210.16	209.152812228	1	positive	CCCCc1c(C)[nH]c(NCC)nc1=O	InChI=1S/C11H19N3O/c1-4-6-7-9-8(3)13-11(12-5-2)14-10(9)15/h4-7H2,1-3H3,(H2,12,13,14,15)	BBXXLROWFHWFQY-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	BBXXLROWFHWFQY	Ethirimol	inchikey_firstblock
28472	CCMSLIB00001058827		[M+H]1+		Pesticide5_Cyazofamid_C13H13ClN4O2S_4-Chloro-1-(dimethylaminosulfonyl)-5-(p-tolyl)imidazole-2-carbonitrile	683.03	324.04477433600005	1	positive	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	InChI=1S/C13H13ClN4O2S/c1-9-4-6-10(7-5-9)12-13(14)16-11(8-15)18(12)21(19,20)17(2)3/h4-7H,1-3H3	YXKMMRDKEKCERS-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YXKMMRDKEKCERS	Cyazofamid	inchikey_firstblock
28473	CCMSLIB00001058828	35.0	[M+H]1+		Pesticide6_Nuarimol_C17H12ClFN2O_(2-Chlorophenyl)(4-fluorophenyl)5-pyrimidinylmethanol	315.069	314.062218904	1	positive	OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl	InChI=1S/C17H12ClFN2O/c18-16-4-2-1-3-15(16)17(22,13-9-20-11-21-10-13)12-5-7-14(19)8-6-12/h1-11,22H	SAPGTCDSBGMXCD-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	SAPGTCDSBGMXCD	Nuarimol	inchikey_firstblock
28475	CCMSLIB00001058830		[M+Na]1+		Pesticide5_Cyazofamid_C13H13ClN4O2S_4-Chloro-1-(dimethylaminosulfonyl)-5-(p-tolyl)imidazole-2-carbonitrile	705.012	324.04477433600005	1	positive	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	InChI=1S/C13H13ClN4O2S/c1-9-4-6-10(7-5-9)12-13(14)16-11(8-15)18(12)21(19,20)17(2)3/h4-7H,1-3H3	YXKMMRDKEKCERS-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YXKMMRDKEKCERS	Cyazofamid	inchikey_firstblock
28476	CCMSLIB00001058831	35.0	[M+H]1+		Pesticide4_Prochloraz_C15H16Cl3N3O2_	376.038	375.030809792	1	positive	CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1	InChI=1S/C15H16Cl3N3O2/c1-2-4-20(15(22)21-5-3-19-10-21)6-7-23-14-12(17)8-11(16)9-13(14)18/h3,5,8-10H,2,4,6-7H2,1H3	TVLSRXXIMLFWEO-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	TVLSRXXIMLFWEO	Prochloraz	inchikey_firstblock
28477	CCMSLIB00001058833	35.0	[M+H]1+		Pesticide4_Clofentezine_C14H8Cl2N4_1,2,4,5-Tetrazine, 3,6-bis(2-chlorophenyl)-	303.02	302.01260161600004	1	positive	Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1	InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H	UXADOQPNKNTIHB-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	UXADOQPNKNTIHB	Clofentezine	inchikey_firstblock
28479	CCMSLIB00001058837	35.0	[M+H]1+		Pesticide6_Cyproconazole Isomer 1*_C15H18ClN3O_	292.121	291.113839876	1	positive	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1	InChI=1S/C15H18ClN3O/c1-11(12-2-3-12)15(20,8-19-10-17-9-18-19)13-4-6-14(16)7-5-13/h4-7,9-12,20H,2-3,8H2,1H3	UFNOUKDBUJZYDE-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	UFNOUKDBUJZYDE	Cyproconazole	inchikey_firstblock
28480	CCMSLIB00001058838	35.0	[M+H]1+		Pesticide6_Bromucanozole Isomer 1*_C13H12BrCl2N3O_2,5-Anhydro-4-bromo-1,3,4-trideoxy-2-(2,4-dichlorophenyl)-1-(1H-1,2,4-triazol-1-yl)pentitol	375.961	374.954079464	1	positive	Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1	InChI=1S/C13H12BrCl2N3O/c14-9-4-13(20-5-9,6-19-8-17-7-18-19)11-2-1-10(15)3-12(11)16/h1-3,7-9H,4-6H2	HJJVPARKXDDIQD-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	HJJVPARKXDDIQD	Bromuconazole	inchikey_firstblock
28483	CCMSLIB00001058841	35.0	[M+H]1+		Pesticide6_Fenarimol_C17H12Cl2N2O_(2-Chlorophenyl)(4-chlorophenyl)5-pyrimidinylmethanol	331.04	330.032668364	1	positive	OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl	InChI=1S/C17H12Cl2N2O/c18-14-7-5-12(6-8-14)17(22,13-9-20-11-21-10-13)15-3-1-2-4-16(15)19/h1-11,22H	NHOWDZOIZKMVAI-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	NHOWDZOIZKMVAI	Fenarimol	inchikey_firstblock
28485	CCMSLIB00001058843	35.0	[M+H]1+		Pesticide4_Tebufenpyrad_C18H24ClN3O_1H-Pyrazole-5-carboxamide, 4-chloro-N-[[4-(1,1-dimethylethyl)phenyl]methyl]-3-ethyl-1-methyl-	334.168	333.160790068	1	positive	CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl	InChI=1S/C18H24ClN3O/c1-6-14-15(19)16(22(5)21-14)17(23)20-11-12-7-9-13(10-8-12)18(2,3)4/h7-10H,6,11H2,1-5H3,(H,20,23)	ZZYSLNWGKKDOML-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	ZZYSLNWGKKDOML	Tebufenpyrad	inchikey_firstblock
28486	CCMSLIB00001058844	35.0	[M+H]1+		Pesticide6_Fluquinconazole_C16H8Cl2FN5O_4(3H)-Quinazolinone, 3-(2,4-dichlorophenyl)-6-fluoro-2-(1H-1,2,4-triazol-1-yl)-	376.016	375.008993456	1	positive	O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl	InChI=1S/C16H8Cl2FN5O/c17-9-1-4-14(12(18)5-9)24-15(25)11-6-10(19)2-3-13(11)22-16(24)23-8-20-7-21-23/h1-8H	IJJVMEJXYNJXOJ-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	IJJVMEJXYNJXOJ	Fluquinconazole	inchikey_firstblock
28487	CCMSLIB00001058845	35.0	[M+H]1+		Pesticide4_Pyriproxyfen_C20H19NO3_Pyridine, 2-[1-methyl-2-(4-phenoxyphenoxy)ethoxy]-	322.143	321.136493468	1	positive	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1	InChI=1S/C20H19NO3/c1-16(23-20-9-5-6-14-21-20)15-22-17-10-12-19(13-11-17)24-18-7-3-2-4-8-18/h2-14,16H,15H2,1H3	NHDHVHZZCFYRSB-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	NHDHVHZZCFYRSB	Pyriproxyfen	inchikey_firstblock
28488	CCMSLIB00001058890	35.0	[M+Na]1+		Pesticide4_Moxidectin_C37H53NO8_(1'R,2R,4Z,4'S,5S,6S,8'R,10'E,13'R,14'E,16'E,20'R,21'R,24'S)-21',24'-Dihydroxy-4-(methoxyimino)-5,11',13',22'-tetramethyl-6-[(2E)-4-methyl-2-penten-2-yl]-3,4,5,6-tetrahydro-2'H-spiro[pyran-2,6'-[3,7,19]trioxatetracyclo[15.6.1.1~4,8~.0~20,24~]pentacosa[10,14,16,22]tetraen]-2'-one	662.366	639.3771176559998	1	positive	CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C	InChI=1S/C37H53NO8/c1-21(2)14-25(6)33-26(7)31(38-42-8)19-36(46-33)18-29-17-28(45-36)13-12-23(4)15-22(3)10-9-11-27-20-43-34-32(39)24(5)16-30(35(40)44-29)37(27,34)41/h9-12,14,16,21-22,26,28-30,32-34,39,41H,13,15,17-20H2,1-8H3	YZBLFMPOMVTDJY-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	YZBLFMPOMVTDJY	Moxidectin	inchikey_firstblock
28489	CCMSLIB00001058891	35.0	[M+H]1+		Pesticide6_Propiconazole Isomer 1*_C15H17Cl2N3O2_1-{[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole	342.077	341.069782144	1	positive	CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1	InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3	STJLVHWMYQXCPB-UHFFFAOYSA-N	GNPS-COLLECTIONS-PESTICIDES-POSITIVE	STJLVHWMYQXCPB	Propiconazole	inchikey_firstblock
